date,value,type
19:13:33 28/04/2024,999.72,Press2
19:13:43 28/04/2024,20.05,Temp1
19:13:43 28/04/2024,19.77,Temp2
19:13:43 28/04/2024,83.77,Humid1
19:13:43 28/04/2024,43.02,Humid2
19:13:43 28/04/2024,1000.43,Press1
19:13:43 28/04/2024,999.73,Press2
19:13:53 28/04/2024,20.06,Temp1
19:13:53 28/04/2024,19.78,Temp2
19:13:53 28/04/2024,83.76,Humid1
19:13:53 28/04/2024,43.05,Humid2
19:13:53 28/04/2024,1000.35,Press1
19:13:53 28/04/2024,999.75,Press2
19:14:03 28/04/2024,20.05,Temp1
19:14:03 28/04/2024,19.77,Temp2
19:14:03 28/04/2024,83.75,Humid1
19:14:03 28/04/2024,43.12,Humid2
19:14:03 28/04/2024,1000.4,Press1
19:14:03 28/04/2024,999.71,Press2
19:14:13 28/04/2024,20.06,Temp1
19:14:13 28/04/2024,19.78,Temp2
19:14:13 28/04/2024,83.71,Humid1
19:14:13 28/04/2024,43.0,Humid2
19:14:13 28/04/2024,1000.41,Press1
19:14:13 28/04/2024,999.76,Press2
19:14:23 28/04/2024,20.05,Temp1
19:14:23 28/04/2024,19.77,Temp2
19:14:23 28/04/2024,83.7,Humid1
19:14:23 28/04/2024,42.95,Humid2
19:14:23 28/04/2024,1000.48,Press1
19:14:23 28/04/2024,999.73,Press2
19:14:33 28/04/2024,20.06,Temp1
19:14:33 28/04/2024,19.77,Temp2
19:14:33 28/04/2024,83.67,Humid1
19:14:33 28/04/2024,42.95,Humid2
19:14:33 28/04/2024,1000.38,Press1
19:14:33 28/04/2024,999.69,Press2
19:14:43 28/04/2024,20.07,Temp1
19:14:43 28/04/2024,19.77,Temp2
19:14:43 28/04/2024,83.7,Humid1
19:14:43 28/04/2024,42.94,Humid2
19:14:43 28/04/2024,1000.44,Press1
19:14:43 28/04/2024,999.74,Press2
19:14:53 28/04/2024,20.05,Temp1
19:14:53 28/04/2024,19.77,Temp2
19:14:53 28/04/2024,83.68,Humid1
19:14:53 28/04/2024,42.95,Humid2
19:14:53 28/04/2024,1000.48,Press1
19:14:53 28/04/2024,999.73,Press2
19:15:03 28/04/2024,20.06,Temp1
19:15:03 28/04/2024,19.78,Temp2
19:15:03 28/04/2024,83.7,Humid1
19:15:03 28/04/2024,42.85,Humid2
19:15:03 28/04/2024,1000.46,Press1
19:15:03 28/04/2024,999.72,Press2
19:15:13 28/04/2024,20.05,Temp1
19:15:13 28/04/2024,19.77,Temp2
19:15:13 28/04/2024,83.7,Humid1
19:15:13 28/04/2024,43.17,Humid2
19:15:13 28/04/2024,1000.46,Press1
19:15:13 28/04/2024,999.71,Press2
19:15:23 28/04/2024,20.05,Temp1
19:15:23 28/04/2024,19.78,Temp2
19:15:23 28/04/2024,83.71,Humid1
19:15:23 28/04/2024,42.99,Humid2
19:15:23 28/04/2024,1000.43,Press1
19:15:23 28/04/2024,999.72,Press2
19:15:33 28/04/2024,20.06,Temp1
19:15:33 28/04/2024,19.78,Temp2
19:15:33 28/04/2024,83.71,Humid1
19:15:33 28/04/2024,42.8,Humid2
19:15:33 28/04/2024,1000.52,Press1
19:15:33 28/04/2024,999.75,Press2
19:15:43 28/04/2024,20.06,Temp1
19:15:43 28/04/2024,19.77,Temp2
19:15:43 28/04/2024,83.73,Humid1
19:15:43 28/04/2024,43.02,Humid2
19:15:43 28/04/2024,1000.49,Press1
19:15:43 28/04/2024,999.79,Press2
19:15:53 28/04/2024,20.06,Temp1
19:15:53 28/04/2024,19.78,Temp2
19:15:53 28/04/2024,83.73,Humid1
19:15:53 28/04/2024,43.12,Humid2
19:15:53 28/04/2024,1000.49,Press1
19:15:53 28/04/2024,999.78,Press2
19:16:03 28/04/2024,20.05,Temp1
19:16:03 28/04/2024,19.79,Temp2
19:16:03 28/04/2024,83.72,Humid1
19:16:03 28/04/2024,42.98,Humid2
19:16:03 28/04/2024,1000.43,Press1
19:16:03 28/04/2024,999.71,Press2
19:16:13 28/04/2024,20.05,Temp1
19:16:13 28/04/2024,19.78,Temp2
19:16:13 28/04/2024,83.73,Humid1
19:16:13 28/04/2024,42.99,Humid2
19:16:13 28/04/2024,1000.48,Press1
19:16:13 28/04/2024,999.7,Press2
19:16:23 28/04/2024,20.05,Temp1
19:16:23 28/04/2024,19.78,Temp2
19:16:23 28/04/2024,83.73,Humid1
19:16:23 28/04/2024,42.98,Humid2
19:16:23 28/04/2024,1000.42,Press1
19:16:23 28/04/2024,999.76,Press2
19:16:33 28/04/2024,20.06,Temp1
19:16:33 28/04/2024,19.78,Temp2
19:16:33 28/04/2024,83.73,Humid1
19:16:33 28/04/2024,43.36,Humid2
19:16:33 28/04/2024,1000.49,Press1
19:16:33 28/04/2024,999.78,Press2
19:16:43 28/04/2024,20.05,Temp1
19:16:43 28/04/2024,19.77,Temp2
19:16:43 28/04/2024,83.74,Humid1
19:16:43 28/04/2024,42.89,Humid2
19:16:43 28/04/2024,1000.4,Press1
19:16:43 28/04/2024,999.71,Press2
19:16:53 28/04/2024,20.06,Temp1
19:16:53 28/04/2024,19.79,Temp2
19:16:53 28/04/2024,83.76,Humid1
19:16:53 28/04/2024,43.05,Humid2
19:16:53 28/04/2024,1000.52,Press1
19:16:53 28/04/2024,999.71,Press2
19:17:03 28/04/2024,20.05,Temp1
19:17:03 28/04/2024,19.78,Temp2
19:17:03 28/04/2024,83.73,Humid1
19:17:03 28/04/2024,43.44,Humid2
19:17:03 28/04/2024,1000.46,Press1
19:17:03 28/04/2024,999.75,Press2
19:17:13 28/04/2024,20.05,Temp1
19:17:13 28/04/2024,19.77,Temp2
19:17:13 28/04/2024,83.74,Humid1
19:17:13 28/04/2024,42.86,Humid2
19:17:13 28/04/2024,1000.54,Press1
19:17:13 28/04/2024,999.73,Press2
19:17:23 28/04/2024,20.05,Temp1
19:17:23 28/04/2024,19.76,Temp2
19:17:23 28/04/2024,83.74,Humid1
19:17:23 28/04/2024,43.1,Humid2
19:17:23 28/04/2024,1000.53,Press1
19:17:23 28/04/2024,999.78,Press2
19:17:33 28/04/2024,20.05,Temp1
19:17:33 28/04/2024,19.79,Temp2
19:17:33 28/04/2024,83.73,Humid1
19:17:33 28/04/2024,43.03,Humid2
19:17:33 28/04/2024,1000.51,Press1
19:17:33 28/04/2024,999.75,Press2
19:17:43 28/04/2024,20.05,Temp1
19:17:43 28/04/2024,19.8,Temp2
19:17:43 28/04/2024,83.7,Humid1
19:17:43 28/04/2024,43.2,Humid2
19:17:43 28/04/2024,1000.48,Press1
19:17:43 28/04/2024,999.68,Press2
19:17:53 28/04/2024,20.05,Temp1
19:17:53 28/04/2024,19.79,Temp2
19:17:53 28/04/2024,83.7,Humid1
19:17:53 28/04/2024,42.92,Humid2
19:17:53 28/04/2024,1000.51,Press1
19:17:53 28/04/2024,999.8,Press2
19:18:03 28/04/2024,20.05,Temp1
19:18:03 28/04/2024,19.8,Temp2
19:18:03 28/04/2024,83.68,Humid1
19:18:03 28/04/2024,43.0,Humid2
19:18:03 28/04/2024,1000.45,Press1
19:18:03 28/04/2024,999.81,Press2
19:18:13 28/04/2024,20.06,Temp1
19:18:13 28/04/2024,19.79,Temp2
19:18:13 28/04/2024,83.69,Humid1
19:18:13 28/04/2024,43.06,Humid2
19:18:13 28/04/2024,1000.46,Press1
19:18:13 28/04/2024,999.71,Press2
19:18:23 28/04/2024,20.04,Temp1
19:18:23 28/04/2024,19.78,Temp2
19:18:23 28/04/2024,83.68,Humid1
19:18:23 28/04/2024,42.97,Humid2
19:18:23 28/04/2024,1000.54,Press1
19:18:23 28/04/2024,999.8,Press2
19:18:33 28/04/2024,20.06,Temp1
19:18:33 28/04/2024,19.78,Temp2
19:18:33 28/04/2024,83.67,Humid1
19:18:33 28/04/2024,42.86,Humid2
19:18:33 28/04/2024,1000.55,Press1
19:18:33 28/04/2024,999.8,Press2
19:18:43 28/04/2024,20.07,Temp1
19:18:43 28/04/2024,19.78,Temp2
19:18:43 28/04/2024,83.66,Humid1
19:18:43 28/04/2024,43.12,Humid2
19:18:43 28/04/2024,1000.44,Press1
19:18:43 28/04/2024,999.83,Press2
19:18:53 28/04/2024,20.06,Temp1
19:18:53 28/04/2024,19.78,Temp2
19:18:53 28/04/2024,83.67,Humid1
19:18:53 28/04/2024,43.21,Humid2
19:18:53 28/04/2024,1000.46,Press1
19:18:53 28/04/2024,999.83,Press2
19:19:03 28/04/2024,20.07,Temp1
19:19:03 28/04/2024,19.78,Temp2
19:19:03 28/04/2024,83.67,Humid1
19:19:03 28/04/2024,42.88,Humid2
19:19:03 28/04/2024,1000.53,Press1
19:19:03 28/04/2024,999.8,Press2
19:19:13 28/04/2024,20.06,Temp1
19:19:13 28/04/2024,19.77,Temp2
19:19:13 28/04/2024,83.7,Humid1
19:19:13 28/04/2024,43.09,Humid2
19:19:13 28/04/2024,1000.49,Press1
19:19:13 28/04/2024,999.79,Press2
19:19:23 28/04/2024,20.06,Temp1
19:19:23 28/04/2024,19.76,Temp2
19:19:23 28/04/2024,83.72,Humid1
19:19:23 28/04/2024,43.01,Humid2
19:19:23 28/04/2024,1000.57,Press1
19:19:23 28/04/2024,999.86,Press2
19:19:33 28/04/2024,20.05,Temp1
19:19:33 28/04/2024,19.77,Temp2
19:19:33 28/04/2024,83.73,Humid1
19:19:33 28/04/2024,43.03,Humid2
19:19:33 28/04/2024,1000.53,Press1
19:19:33 28/04/2024,999.84,Press2
19:19:43 28/04/2024,20.04,Temp1
19:19:43 28/04/2024,19.76,Temp2
19:19:43 28/04/2024,83.74,Humid1
19:19:43 28/04/2024,42.87,Humid2
19:19:43 28/04/2024,1000.58,Press1
19:19:43 28/04/2024,999.82,Press2
19:19:53 28/04/2024,20.06,Temp1
19:19:53 28/04/2024,19.76,Temp2
19:19:53 28/04/2024,83.73,Humid1
19:19:53 28/04/2024,43.21,Humid2
19:19:53 28/04/2024,1000.55,Press1
19:19:53 28/04/2024,999.77,Press2
19:20:03 28/04/2024,20.05,Temp1
19:20:03 28/04/2024,19.75,Temp2
19:20:03 28/04/2024,83.74,Humid1
19:20:03 28/04/2024,42.96,Humid2
19:20:03 28/04/2024,1000.59,Press1
19:20:03 28/04/2024,999.81,Press2
19:20:13 28/04/2024,20.05,Temp1
19:20:13 28/04/2024,19.75,Temp2
19:20:13 28/04/2024,83.75,Humid1
19:20:13 28/04/2024,43.04,Humid2
19:20:13 28/04/2024,1000.53,Press1
19:20:13 28/04/2024,999.84,Press2
19:20:23 28/04/2024,20.05,Temp1
19:20:23 28/04/2024,19.75,Temp2
19:20:23 28/04/2024,83.75,Humid1
19:20:23 28/04/2024,42.98,Humid2
19:20:23 28/04/2024,1000.59,Press1
19:20:23 28/04/2024,999.86,Press2
19:20:33 28/04/2024,20.06,Temp1
19:20:33 28/04/2024,19.75,Temp2
19:20:33 28/04/2024,83.73,Humid1
19:20:33 28/04/2024,43.19,Humid2
19:20:33 28/04/2024,1000.57,Press1
19:20:33 28/04/2024,999.86,Press2
19:20:43 28/04/2024,20.06,Temp1
19:20:43 28/04/2024,19.77,Temp2
19:20:43 28/04/2024,83.76,Humid1
19:20:43 28/04/2024,42.95,Humid2
19:20:43 28/04/2024,1000.55,Press1
19:20:43 28/04/2024,999.84,Press2
19:20:53 28/04/2024,20.06,Temp1
19:20:53 28/04/2024,19.76,Temp2
19:20:53 28/04/2024,83.77,Humid1
19:20:53 28/04/2024,42.94,Humid2
19:20:53 28/04/2024,1000.49,Press1
19:20:53 28/04/2024,999.78,Press2
19:21:03 28/04/2024,20.07,Temp1
19:21:03 28/04/2024,19.76,Temp2
19:21:03 28/04/2024,83.79,Humid1
19:21:03 28/04/2024,43.05,Humid2
19:21:03 28/04/2024,1000.58,Press1
19:21:03 28/04/2024,999.86,Press2
19:21:13 28/04/2024,20.05,Temp1
19:21:13 28/04/2024,19.76,Temp2
19:21:13 28/04/2024,83.8,Humid1
19:21:13 28/04/2024,43.06,Humid2
19:21:13 28/04/2024,1000.51,Press1
19:21:13 28/04/2024,999.77,Press2
19:21:23 28/04/2024,20.05,Temp1
19:21:23 28/04/2024,19.76,Temp2
19:21:23 28/04/2024,83.79,Humid1
19:21:23 28/04/2024,43.06,Humid2
19:21:23 28/04/2024,1000.51,Press1
19:21:23 28/04/2024,999.86,Press2
19:21:33 28/04/2024,20.06,Temp1
19:21:33 28/04/2024,19.77,Temp2
19:21:33 28/04/2024,83.79,Humid1
19:21:33 28/04/2024,43.27,Humid2
19:21:33 28/04/2024,1000.57,Press1
19:21:33 28/04/2024,999.84,Press2
19:21:43 28/04/2024,20.07,Temp1
19:21:43 28/04/2024,19.77,Temp2
19:21:43 28/04/2024,83.78,Humid1
19:21:43 28/04/2024,43.1,Humid2
19:21:43 28/04/2024,1000.53,Press1
19:21:43 28/04/2024,999.76,Press2
19:21:53 28/04/2024,20.05,Temp1
19:21:53 28/04/2024,19.77,Temp2
19:21:53 28/04/2024,83.81,Humid1
19:21:53 28/04/2024,43.22,Humid2
19:21:53 28/04/2024,1000.53,Press1
19:21:53 28/04/2024,999.85,Press2
19:22:03 28/04/2024,20.06,Temp1
19:22:03 28/04/2024,19.77,Temp2
19:22:03 28/04/2024,83.82,Humid1
19:22:03 28/04/2024,43.2,Humid2
19:22:03 28/04/2024,1000.55,Press1
19:22:03 28/04/2024,999.81,Press2
19:22:13 28/04/2024,20.04,Temp1
19:22:13 28/04/2024,19.78,Temp2
19:22:13 28/04/2024,83.82,Humid1
19:22:13 28/04/2024,43.0,Humid2
19:22:13 28/04/2024,1000.49,Press1
19:22:13 28/04/2024,999.8,Press2
19:22:23 28/04/2024,20.05,Temp1
19:22:23 28/04/2024,19.75,Temp2
19:22:23 28/04/2024,83.82,Humid1
19:22:23 28/04/2024,43.0,Humid2
19:22:23 28/04/2024,1000.48,Press1
19:22:23 28/04/2024,999.76,Press2
19:22:33 28/04/2024,20.05,Temp1
19:22:33 28/04/2024,19.76,Temp2
19:22:33 28/04/2024,83.81,Humid1
19:22:33 28/04/2024,43.09,Humid2
19:22:33 28/04/2024,1000.56,Press1
19:22:33 28/04/2024,999.74,Press2
19:22:43 28/04/2024,20.05,Temp1
19:22:43 28/04/2024,19.77,Temp2
19:22:43 28/04/2024,83.81,Humid1
19:22:43 28/04/2024,43.02,Humid2
19:22:43 28/04/2024,1000.59,Press1
19:22:43 28/04/2024,999.77,Press2
19:22:53 28/04/2024,20.04,Temp1
19:22:53 28/04/2024,19.78,Temp2
19:22:53 28/04/2024,83.8,Humid1
19:22:53 28/04/2024,42.96,Humid2
19:22:53 28/04/2024,1000.55,Press1
19:22:53 28/04/2024,999.83,Press2
19:23:03 28/04/2024,20.05,Temp1
19:23:03 28/04/2024,19.77,Temp2
19:23:03 28/04/2024,83.8,Humid1
19:23:03 28/04/2024,42.97,Humid2
19:23:03 28/04/2024,1000.45,Press1
19:23:03 28/04/2024,999.71,Press2
19:23:13 28/04/2024,20.06,Temp1
19:23:13 28/04/2024,19.76,Temp2
19:23:13 28/04/2024,83.81,Humid1
19:23:13 28/04/2024,42.95,Humid2
19:23:13 28/04/2024,1000.49,Press1
19:23:13 28/04/2024,999.82,Press2
19:23:23 28/04/2024,20.06,Temp1
19:23:23 28/04/2024,19.76,Temp2
19:23:23 28/04/2024,83.77,Humid1
19:23:23 28/04/2024,43.05,Humid2
19:23:23 28/04/2024,1000.49,Press1
19:23:23 28/04/2024,999.8,Press2
19:23:33 28/04/2024,20.05,Temp1
19:23:33 28/04/2024,19.76,Temp2
19:23:33 28/04/2024,83.78,Humid1
19:23:33 28/04/2024,42.91,Humid2
19:23:33 28/04/2024,1000.53,Press1
19:23:33 28/04/2024,999.77,Press2
19:23:43 28/04/2024,20.05,Temp1
19:23:43 28/04/2024,19.77,Temp2
19:23:43 28/04/2024,83.79,Humid1
19:23:43 28/04/2024,43.02,Humid2
19:23:43 28/04/2024,1000.45,Press1
19:23:43 28/04/2024,999.79,Press2
19:23:53 28/04/2024,20.05,Temp1
19:23:53 28/04/2024,19.77,Temp2
19:23:53 28/04/2024,83.81,Humid1
19:23:53 28/04/2024,42.98,Humid2
19:23:53 28/04/2024,1000.45,Press1
19:23:53 28/04/2024,999.81,Press2
19:24:03 28/04/2024,20.04,Temp1
19:24:03 28/04/2024,19.76,Temp2
19:24:03 28/04/2024,83.8,Humid1
19:24:03 28/04/2024,42.98,Humid2
19:24:03 28/04/2024,1000.44,Press1
19:24:03 28/04/2024,999.8,Press2
19:24:13 28/04/2024,20.05,Temp1
19:24:13 28/04/2024,19.76,Temp2
19:24:13 28/04/2024,83.78,Humid1
19:24:13 28/04/2024,43.2,Humid2
19:24:13 28/04/2024,1000.48,Press1
19:24:13 28/04/2024,999.78,Press2
19:24:23 28/04/2024,20.05,Temp1
19:24:23 28/04/2024,19.78,Temp2
19:24:23 28/04/2024,83.75,Humid1
19:24:23 28/04/2024,42.92,Humid2
19:24:23 28/04/2024,1000.5,Press1
19:24:23 28/04/2024,999.78,Press2
19:24:33 28/04/2024,20.05,Temp1
19:24:33 28/04/2024,19.79,Temp2
19:24:33 28/04/2024,83.73,Humid1
19:24:33 28/04/2024,42.95,Humid2
19:24:33 28/04/2024,1000.5,Press1
19:24:33 28/04/2024,999.85,Press2
19:24:43 28/04/2024,20.05,Temp1
19:24:43 28/04/2024,19.79,Temp2
19:24:43 28/04/2024,83.74,Humid1
19:24:43 28/04/2024,42.82,Humid2
19:24:43 28/04/2024,1000.48,Press1
19:24:43 28/04/2024,999.74,Press2
19:24:53 28/04/2024,20.05,Temp1
19:24:53 28/04/2024,19.78,Temp2
19:24:53 28/04/2024,83.73,Humid1
19:24:53 28/04/2024,42.8,Humid2
19:24:53 28/04/2024,1000.42,Press1
19:24:53 28/04/2024,999.75,Press2
19:25:03 28/04/2024,20.05,Temp1
19:25:03 28/04/2024,19.78,Temp2
19:25:03 28/04/2024,83.71,Humid1
19:25:03 28/04/2024,42.9,Humid2
19:25:03 28/04/2024,1000.43,Press1
19:25:03 28/04/2024,999.75,Press2
19:25:13 28/04/2024,20.05,Temp1
19:25:13 28/04/2024,19.78,Temp2
19:25:13 28/04/2024,83.71,Humid1
19:25:13 28/04/2024,42.85,Humid2
19:25:13 28/04/2024,1000.53,Press1
19:25:13 28/04/2024,999.76,Press2
19:25:23 28/04/2024,20.05,Temp1
19:25:23 28/04/2024,19.78,Temp2
19:25:23 28/04/2024,83.71,Humid1
19:25:23 28/04/2024,43.08,Humid2
19:25:23 28/04/2024,1000.48,Press1
19:25:23 28/04/2024,999.73,Press2
19:25:33 28/04/2024,20.05,Temp1
19:25:33 28/04/2024,19.79,Temp2
19:25:33 28/04/2024,83.73,Humid1
19:25:33 28/04/2024,43.2,Humid2
19:25:33 28/04/2024,1000.43,Press1
19:25:33 28/04/2024,999.77,Press2
19:25:43 28/04/2024,20.05,Temp1
19:25:43 28/04/2024,19.81,Temp2
19:25:43 28/04/2024,83.71,Humid1
19:25:43 28/04/2024,42.93,Humid2
19:25:43 28/04/2024,1000.48,Press1
19:25:43 28/04/2024,999.72,Press2
19:25:53 28/04/2024,20.05,Temp1
19:25:53 28/04/2024,19.8,Temp2
19:25:53 28/04/2024,83.7,Humid1
19:25:53 28/04/2024,42.99,Humid2
19:25:53 28/04/2024,1000.42,Press1
19:25:53 28/04/2024,999.68,Press2
19:26:03 28/04/2024,20.05,Temp1
19:26:03 28/04/2024,19.8,Temp2
19:26:03 28/04/2024,83.72,Humid1
19:26:03 28/04/2024,43.1,Humid2
19:26:03 28/04/2024,1000.45,Press1
19:26:03 28/04/2024,999.79,Press2
19:26:13 28/04/2024,20.04,Temp1
19:26:13 28/04/2024,19.79,Temp2
19:26:13 28/04/2024,83.73,Humid1
19:26:13 28/04/2024,42.92,Humid2
19:26:13 28/04/2024,1000.46,Press1
19:26:13 28/04/2024,999.72,Press2
19:26:23 28/04/2024,20.05,Temp1
19:26:23 28/04/2024,19.77,Temp2
19:26:23 28/04/2024,83.73,Humid1
19:26:23 28/04/2024,42.78,Humid2
19:26:23 28/04/2024,1000.39,Press1
19:26:23 28/04/2024,999.71,Press2
19:26:33 28/04/2024,20.05,Temp1
19:26:33 28/04/2024,19.78,Temp2
19:26:33 28/04/2024,83.76,Humid1
19:26:33 28/04/2024,43.02,Humid2
19:26:33 28/04/2024,1000.45,Press1
19:26:33 28/04/2024,999.78,Press2
19:26:43 28/04/2024,20.04,Temp1
19:26:43 28/04/2024,19.8,Temp2
19:26:43 28/04/2024,83.75,Humid1
19:26:43 28/04/2024,43.12,Humid2
19:26:43 28/04/2024,1000.41,Press1
19:26:43 28/04/2024,999.76,Press2
19:26:53 28/04/2024,20.05,Temp1
19:26:53 28/04/2024,19.77,Temp2
19:26:53 28/04/2024,83.78,Humid1
19:26:53 28/04/2024,42.85,Humid2
19:26:53 28/04/2024,1000.5,Press1
19:26:53 28/04/2024,999.74,Press2
19:27:03 28/04/2024,20.05,Temp1
19:27:03 28/04/2024,19.79,Temp2
19:27:03 28/04/2024,83.78,Humid1
19:27:03 28/04/2024,43.0,Humid2
19:27:03 28/04/2024,1000.48,Press1
19:27:03 28/04/2024,999.71,Press2
19:27:13 28/04/2024,20.04,Temp1
19:27:13 28/04/2024,19.78,Temp2
19:27:13 28/04/2024,83.77,Humid1
19:27:13 28/04/2024,42.98,Humid2
19:27:13 28/04/2024,1000.47,Press1
19:27:13 28/04/2024,999.72,Press2
19:27:23 28/04/2024,20.03,Temp1
19:27:23 28/04/2024,19.79,Temp2
19:27:23 28/04/2024,83.73,Humid1
19:27:23 28/04/2024,42.77,Humid2
19:27:23 28/04/2024,1000.45,Press1
19:27:23 28/04/2024,999.71,Press2
19:27:33 28/04/2024,20.04,Temp1
19:27:33 28/04/2024,19.78,Temp2
19:27:33 28/04/2024,83.71,Humid1
19:27:33 28/04/2024,42.86,Humid2
19:27:33 28/04/2024,1000.46,Press1
19:27:33 28/04/2024,999.72,Press2
19:27:43 28/04/2024,20.04,Temp1
19:27:43 28/04/2024,19.77,Temp2
19:27:43 28/04/2024,83.69,Humid1
19:27:43 28/04/2024,42.89,Humid2
19:27:43 28/04/2024,1000.47,Press1
19:27:43 28/04/2024,999.68,Press2
19:27:53 28/04/2024,20.04,Temp1
19:27:53 28/04/2024,19.77,Temp2
19:27:53 28/04/2024,83.69,Humid1
19:27:53 28/04/2024,43.05,Humid2
19:27:53 28/04/2024,1000.49,Press1
19:27:53 28/04/2024,999.79,Press2
19:28:03 28/04/2024,20.05,Temp1
19:28:03 28/04/2024,19.77,Temp2
19:28:03 28/04/2024,83.73,Humid1
19:28:03 28/04/2024,43.03,Humid2
19:28:03 28/04/2024,1000.42,Press1
19:28:03 28/04/2024,999.71,Press2
19:28:13 28/04/2024,20.04,Temp1
19:28:13 28/04/2024,19.77,Temp2
19:28:13 28/04/2024,83.71,Humid1
19:28:13 28/04/2024,42.89,Humid2
19:28:13 28/04/2024,1000.49,Press1
19:28:13 28/04/2024,999.76,Press2
19:28:23 28/04/2024,20.05,Temp1
19:28:23 28/04/2024,19.75,Temp2
19:28:23 28/04/2024,83.71,Humid1
19:28:23 28/04/2024,43.12,Humid2
19:28:23 28/04/2024,1000.5,Press1
19:28:23 28/04/2024,999.76,Press2
19:28:33 28/04/2024,20.03,Temp1
19:28:33 28/04/2024,19.75,Temp2
19:28:33 28/04/2024,83.7,Humid1
19:28:33 28/04/2024,43.1,Humid2
19:28:33 28/04/2024,1000.45,Press1
19:28:33 28/04/2024,999.76,Press2
19:28:43 28/04/2024,20.03,Temp1
19:28:43 28/04/2024,19.76,Temp2
19:28:43 28/04/2024,83.67,Humid1
19:28:43 28/04/2024,43.05,Humid2
19:28:43 28/04/2024,1000.44,Press1
19:28:43 28/04/2024,999.78,Press2
19:28:53 28/04/2024,20.04,Temp1
19:28:53 28/04/2024,19.77,Temp2
19:28:53 28/04/2024,83.67,Humid1
19:28:53 28/04/2024,42.82,Humid2
19:28:53 28/04/2024,1000.49,Press1
19:28:53 28/04/2024,999.76,Press2
19:29:03 28/04/2024,20.05,Temp1
19:29:03 28/04/2024,19.78,Temp2
19:29:03 28/04/2024,83.69,Humid1
19:29:03 28/04/2024,42.92,Humid2
19:29:03 28/04/2024,1000.48,Press1
19:29:03 28/04/2024,999.75,Press2
19:29:13 28/04/2024,20.04,Temp1
19:29:13 28/04/2024,19.77,Temp2
19:29:13 28/04/2024,83.67,Humid1
19:29:13 28/04/2024,42.83,Humid2
19:29:13 28/04/2024,1000.58,Press1
19:29:13 28/04/2024,999.84,Press2
19:29:23 28/04/2024,20.04,Temp1
19:29:23 28/04/2024,19.77,Temp2
19:29:23 28/04/2024,83.66,Humid1
19:29:23 28/04/2024,42.81,Humid2
19:29:23 28/04/2024,1000.51,Press1
19:29:23 28/04/2024,999.76,Press2
19:29:33 28/04/2024,20.04,Temp1
19:29:33 28/04/2024,19.76,Temp2
19:29:33 28/04/2024,83.62,Humid1
19:29:33 28/04/2024,42.84,Humid2
19:29:33 28/04/2024,1000.47,Press1
19:29:33 28/04/2024,999.74,Press2
19:29:43 28/04/2024,20.04,Temp1
19:29:43 28/04/2024,19.76,Temp2
19:29:43 28/04/2024,83.61,Humid1
19:29:43 28/04/2024,43.11,Humid2
19:29:43 28/04/2024,1000.47,Press1
19:29:43 28/04/2024,999.77,Press2
19:29:53 28/04/2024,20.04,Temp1
19:29:53 28/04/2024,19.73,Temp2
19:29:53 28/04/2024,83.58,Humid1
19:29:53 28/04/2024,42.95,Humid2
19:29:53 28/04/2024,1000.43,Press1
19:29:53 28/04/2024,999.75,Press2
19:30:03 28/04/2024,20.05,Temp1
19:30:03 28/04/2024,19.74,Temp2
19:30:03 28/04/2024,83.59,Humid1
19:30:03 28/04/2024,42.98,Humid2
19:30:03 28/04/2024,1000.45,Press1
19:30:03 28/04/2024,999.76,Press2
19:30:13 28/04/2024,20.04,Temp1
19:30:13 28/04/2024,19.75,Temp2
19:30:13 28/04/2024,83.59,Humid1
19:30:13 28/04/2024,43.16,Humid2
19:30:13 28/04/2024,1000.47,Press1
19:30:13 28/04/2024,999.78,Press2
19:30:23 28/04/2024,20.05,Temp1
19:30:23 28/04/2024,19.75,Temp2
19:30:23 28/04/2024,83.59,Humid1
19:30:23 28/04/2024,42.95,Humid2
19:30:23 28/04/2024,1000.5,Press1
19:30:23 28/04/2024,999.79,Press2
19:30:33 28/04/2024,20.05,Temp1
19:30:33 28/04/2024,19.76,Temp2
19:30:33 28/04/2024,83.61,Humid1
19:30:33 28/04/2024,42.93,Humid2
19:30:33 28/04/2024,1000.48,Press1
19:30:33 28/04/2024,999.75,Press2
19:30:43 28/04/2024,20.05,Temp1
19:30:43 28/04/2024,19.77,Temp2
19:30:43 28/04/2024,83.62,Humid1
19:30:43 28/04/2024,42.99,Humid2
19:30:43 28/04/2024,1000.46,Press1
19:30:43 28/04/2024,999.79,Press2
19:30:53 28/04/2024,20.05,Temp1
19:30:53 28/04/2024,19.76,Temp2
19:30:53 28/04/2024,83.62,Humid1
19:30:53 28/04/2024,42.98,Humid2
19:30:53 28/04/2024,1000.59,Press1
19:30:53 28/04/2024,999.78,Press2
19:31:03 28/04/2024,20.05,Temp1
19:31:03 28/04/2024,19.76,Temp2
19:31:03 28/04/2024,83.62,Humid1
19:31:03 28/04/2024,43.07,Humid2
19:31:03 28/04/2024,1000.48,Press1
19:31:03 28/04/2024,999.82,Press2
19:31:13 28/04/2024,20.05,Temp1
19:31:13 28/04/2024,19.75,Temp2
19:31:13 28/04/2024,83.62,Humid1
19:31:13 28/04/2024,43.13,Humid2
19:31:13 28/04/2024,1000.48,Press1
19:31:13 28/04/2024,999.73,Press2
19:31:23 28/04/2024,20.04,Temp1
19:31:23 28/04/2024,19.74,Temp2
19:31:23 28/04/2024,83.64,Humid1
