date,value,type
12:33:01 28/04/2024,89.57,Humid1
12:33:01 28/04/2024,43.03,Humid2
12:33:01 28/04/2024,996.74,Press1
12:33:01 28/04/2024,996.09,Press2
12:33:11 28/04/2024,18.6,Temp1
12:33:11 28/04/2024,19.66,Temp2
12:33:11 28/04/2024,89.59,Humid1
12:33:11 28/04/2024,43.29,Humid2
12:33:11 28/04/2024,996.79,Press1
12:33:11 28/04/2024,996.05,Press2
12:33:21 28/04/2024,18.6,Temp1
12:33:21 28/04/2024,19.66,Temp2
12:33:21 28/04/2024,89.59,Humid1
12:33:21 28/04/2024,42.93,Humid2
12:33:21 28/04/2024,996.79,Press1
12:33:21 28/04/2024,996.05,Press2
12:33:32 28/04/2024,18.6,Temp1
12:33:32 28/04/2024,19.65,Temp2
12:33:32 28/04/2024,89.6,Humid1
12:33:32 28/04/2024,43.16,Humid2
12:33:32 28/04/2024,996.82,Press1
12:33:32 28/04/2024,996.05,Press2
12:33:42 28/04/2024,18.6,Temp1
12:33:42 28/04/2024,19.65,Temp2
12:33:42 28/04/2024,89.61,Humid1
12:33:42 28/04/2024,42.98,Humid2
12:33:42 28/04/2024,996.77,Press1
12:33:42 28/04/2024,996.1,Press2
12:33:54 28/04/2024,18.6,Temp1
12:33:54 28/04/2024,19.64,Temp2
12:33:54 28/04/2024,89.63,Humid1
12:33:54 28/04/2024,43.3,Humid2
12:33:54 28/04/2024,996.84,Press1
12:33:54 28/04/2024,996.01,Press2
12:34:06 28/04/2024,18.61,Temp1
12:34:06 28/04/2024,19.64,Temp2
12:34:06 28/04/2024,89.64,Humid1
12:34:06 28/04/2024,43.2,Humid2
12:34:06 28/04/2024,996.79,Press1
12:34:06 28/04/2024,996.07,Press2
12:34:18 28/04/2024,18.6,Temp1
12:34:18 28/04/2024,19.63,Temp2
12:34:18 28/04/2024,89.66,Humid1
12:34:18 28/04/2024,43.2,Humid2
12:34:18 28/04/2024,996.8,Press1
12:34:18 28/04/2024,996.02,Press2
12:34:28 28/04/2024,18.6,Temp1
12:34:28 28/04/2024,19.64,Temp2
12:34:28 28/04/2024,89.66,Humid1
12:34:28 28/04/2024,43.13,Humid2
12:34:28 28/04/2024,996.8,Press1
12:34:28 28/04/2024,996.01,Press2
12:34:38 28/04/2024,18.61,Temp1
12:34:38 28/04/2024,19.64,Temp2
12:34:38 28/04/2024,89.68,Humid1
12:34:38 28/04/2024,43.18,Humid2
12:34:38 28/04/2024,996.83,Press1
12:34:38 28/04/2024,996.04,Press2
12:34:50 28/04/2024,18.61,Temp1
12:34:50 28/04/2024,19.64,Temp2
12:34:50 28/04/2024,89.66,Humid1
12:34:50 28/04/2024,43.03,Humid2
12:34:50 28/04/2024,996.83,Press1
12:34:50 28/04/2024,996.04,Press2
12:35:01 28/04/2024,18.6,Temp1
12:35:01 28/04/2024,19.66,Temp2
12:35:01 28/04/2024,89.7,Humid1
12:35:01 28/04/2024,43.19,Humid2
12:35:01 28/04/2024,996.8,Press1
12:35:01 28/04/2024,996.15,Press2
12:35:12 28/04/2024,18.6,Temp1
12:35:12 28/04/2024,19.66,Temp2
12:35:12 28/04/2024,89.7,Humid1
12:35:12 28/04/2024,43.01,Humid2
12:35:12 28/04/2024,996.79,Press1
12:35:12 28/04/2024,996.1,Press2
12:35:24 28/04/2024,18.6,Temp1
12:35:24 28/04/2024,19.65,Temp2
12:35:24 28/04/2024,89.7,Humid1
12:35:24 28/04/2024,42.93,Humid2
12:35:24 28/04/2024,996.85,Press1
12:35:24 28/04/2024,996.13,Press2
12:35:37 28/04/2024,18.6,Temp1
12:35:37 28/04/2024,19.64,Temp2
12:35:37 28/04/2024,89.73,Humid1
12:35:37 28/04/2024,43.03,Humid2
12:35:37 28/04/2024,996.9,Press1
12:35:37 28/04/2024,996.12,Press2
12:35:49 28/04/2024,18.6,Temp1
12:35:49 28/04/2024,19.65,Temp2
12:35:49 28/04/2024,89.74,Humid1
12:35:49 28/04/2024,42.85,Humid2
12:35:49 28/04/2024,996.84,Press1
12:35:49 28/04/2024,996.13,Press2
12:36:01 28/04/2024,18.6,Temp1
12:36:01 28/04/2024,19.64,Temp2
12:36:01 28/04/2024,89.73,Humid1
12:36:01 28/04/2024,43.18,Humid2
12:36:01 28/04/2024,996.91,Press1
12:36:01 28/04/2024,996.12,Press2
12:36:13 28/04/2024,18.6,Temp1
12:36:13 28/04/2024,19.64,Temp2
12:36:13 28/04/2024,89.74,Humid1
12:36:13 28/04/2024,43.0,Humid2
12:36:13 28/04/2024,996.93,Press1
12:36:13 28/04/2024,996.08,Press2
12:36:32 28/04/2024,18.6,Temp1
12:36:32 28/04/2024,19.63,Temp2
12:36:32 28/04/2024,89.75,Humid1
12:36:32 28/04/2024,42.98,Humid2
12:36:32 28/04/2024,996.96,Press1
12:36:32 28/04/2024,996.13,Press2
12:36:40 28/04/2024,18.61,Temp1
12:36:40 28/04/2024,19.63,Temp2
12:36:40 28/04/2024,89.73,Humid1
12:36:40 28/04/2024,42.98,Humid2
12:36:40 28/04/2024,996.84,Press1
12:36:40 28/04/2024,996.13,Press2
12:36:52 28/04/2024,18.61,Temp1
12:36:52 28/04/2024,19.64,Temp2
12:36:52 28/04/2024,89.74,Humid1
12:36:52 28/04/2024,43.05,Humid2
12:36:52 28/04/2024,996.92,Press1
12:36:52 28/04/2024,996.15,Press2
12:37:03 28/04/2024,18.6,Temp1
12:37:03 28/04/2024,19.64,Temp2
12:37:03 28/04/2024,89.73,Humid1
12:37:03 28/04/2024,43.06,Humid2
12:37:03 28/04/2024,996.85,Press1
12:37:03 28/04/2024,996.09,Press2
13:00:41 28/04/2024,18.67,Temp1
13:00:41 28/04/2024,19.8,Temp2
13:00:41 28/04/2024,89.72,Humid1
13:00:41 28/04/2024,42.76,Humid2
13:00:41 28/04/2024,996.91,Press1
13:00:41 28/04/2024,996.19,Press2
13:00:51 28/04/2024,18.66,Temp1
13:00:51 28/04/2024,19.81,Temp2
13:00:51 28/04/2024,89.7,Humid1
13:00:51 28/04/2024,42.67,Humid2
13:00:51 28/04/2024,996.94,Press1
13:00:51 28/04/2024,996.18,Press2
13:01:01 28/04/2024,18.66,Temp1
13:01:01 28/04/2024,19.8,Temp2
13:01:01 28/04/2024,89.69,Humid1
13:01:01 28/04/2024,42.5,Humid2
13:01:01 28/04/2024,996.92,Press1
13:01:01 28/04/2024,996.17,Press2
13:01:11 28/04/2024,18.66,Temp1
13:01:11 28/04/2024,19.82,Temp2
13:01:11 28/04/2024,89.71,Humid1
13:01:11 28/04/2024,42.75,Humid2
13:01:11 28/04/2024,996.89,Press1
13:01:11 28/04/2024,996.12,Press2
13:01:21 28/04/2024,18.66,Temp1
13:01:21 28/04/2024,19.81,Temp2
13:01:21 28/04/2024,89.65,Humid1
13:01:21 28/04/2024,42.67,Humid2
13:01:21 28/04/2024,996.9,Press1
13:01:21 28/04/2024,996.14,Press2
13:01:31 28/04/2024,18.67,Temp1
13:01:31 28/04/2024,19.81,Temp2
13:01:31 28/04/2024,89.7,Humid1
13:01:31 28/04/2024,42.67,Humid2
13:01:31 28/04/2024,996.85,Press1
13:01:31 28/04/2024,996.1,Press2
13:01:41 28/04/2024,18.67,Temp1
13:01:41 28/04/2024,19.8,Temp2
13:01:41 28/04/2024,89.68,Humid1
13:01:41 28/04/2024,42.56,Humid2
13:01:41 28/04/2024,996.91,Press1
13:01:41 28/04/2024,996.23,Press2
13:01:51 28/04/2024,18.67,Temp1
13:01:51 28/04/2024,19.8,Temp2
13:01:51 28/04/2024,89.7,Humid1
13:01:51 28/04/2024,42.22,Humid2
13:01:51 28/04/2024,996.91,Press1
13:01:51 28/04/2024,996.23,Press2
13:02:01 28/04/2024,18.66,Temp1
13:02:01 28/04/2024,19.8,Temp2
13:02:01 28/04/2024,89.8,Humid1
13:02:01 28/04/2024,42.59,Humid2
13:02:01 28/04/2024,996.9,Press1
13:02:01 28/04/2024,996.14,Press2
13:02:11 28/04/2024,18.67,Temp1
13:02:11 28/04/2024,19.8,Temp2
13:02:11 28/04/2024,89.64,Humid1
13:02:11 28/04/2024,42.64,Humid2
13:02:11 28/04/2024,996.93,Press1
13:02:11 28/04/2024,996.11,Press2
13:02:21 28/04/2024,18.67,Temp1
13:02:21 28/04/2024,19.81,Temp2
13:02:21 28/04/2024,89.8,Humid1
13:02:21 28/04/2024,42.7,Humid2
13:02:21 28/04/2024,996.88,Press1
13:02:21 28/04/2024,996.1,Press2
13:02:31 28/04/2024,18.67,Temp1
13:02:31 28/04/2024,19.79,Temp2
13:02:31 28/04/2024,89.77,Humid1
13:02:31 28/04/2024,42.54,Humid2
13:02:31 28/04/2024,996.88,Press1
13:02:31 28/04/2024,996.13,Press2
13:02:41 28/04/2024,18.67,Temp1
13:02:41 28/04/2024,19.8,Temp2
13:02:41 28/04/2024,89.61,Humid1
13:02:41 28/04/2024,42.58,Humid2
13:02:41 28/04/2024,996.91,Press1
13:02:41 28/04/2024,996.12,Press2
13:02:51 28/04/2024,18.67,Temp1
13:02:51 28/04/2024,19.8,Temp2
13:02:51 28/04/2024,89.74,Humid1
13:02:51 28/04/2024,42.85,Humid2
13:02:51 28/04/2024,996.91,Press1
13:02:51 28/04/2024,996.17,Press2
13:03:01 28/04/2024,18.67,Temp1
13:03:01 28/04/2024,19.8,Temp2
13:03:01 28/04/2024,89.69,Humid1
13:03:01 28/04/2024,42.64,Humid2
13:03:01 28/04/2024,996.85,Press1
13:03:01 28/04/2024,996.19,Press2
13:03:11 28/04/2024,18.67,Temp1
13:03:11 28/04/2024,19.81,Temp2
13:03:11 28/04/2024,89.65,Humid1
13:03:11 28/04/2024,42.81,Humid2
13:03:11 28/04/2024,996.94,Press1
13:03:11 28/04/2024,996.14,Press2
13:03:21 28/04/2024,18.67,Temp1
13:03:21 28/04/2024,19.8,Temp2
13:03:21 28/04/2024,89.55,Humid1
13:03:21 28/04/2024,42.63,Humid2
13:03:21 28/04/2024,996.93,Press1
13:03:21 28/04/2024,996.12,Press2
13:03:31 28/04/2024,18.67,Temp1
13:03:31 28/04/2024,19.81,Temp2
13:03:31 28/04/2024,89.68,Humid1
13:03:31 28/04/2024,42.63,Humid2
13:03:31 28/04/2024,996.88,Press1
13:03:31 28/04/2024,996.14,Press2
13:03:41 28/04/2024,18.66,Temp1
13:03:41 28/04/2024,19.8,Temp2
13:03:41 28/04/2024,89.57,Humid1
13:03:41 28/04/2024,42.85,Humid2
13:03:41 28/04/2024,996.9,Press1
13:03:41 28/04/2024,996.12,Press2
13:03:51 28/04/2024,18.67,Temp1
13:03:51 28/04/2024,19.8,Temp2
13:03:51 28/04/2024,89.69,Humid1
13:03:51 28/04/2024,42.7,Humid2
13:03:51 28/04/2024,996.91,Press1
13:03:51 28/04/2024,996.09,Press2
13:04:01 28/04/2024,18.67,Temp1
13:04:01 28/04/2024,19.82,Temp2
13:04:01 28/04/2024,89.69,Humid1
13:04:01 28/04/2024,42.59,Humid2
13:04:01 28/04/2024,996.91,Press1
13:04:01 28/04/2024,996.04,Press2
13:04:11 28/04/2024,18.67,Temp1
13:04:11 28/04/2024,19.82,Temp2
13:04:11 28/04/2024,89.67,Humid1
13:04:11 28/04/2024,42.88,Humid2
13:04:11 28/04/2024,996.91,Press1
13:04:11 28/04/2024,996.17,Press2
13:04:21 28/04/2024,18.67,Temp1
13:04:21 28/04/2024,19.82,Temp2
13:04:21 28/04/2024,89.72,Humid1
13:04:21 28/04/2024,42.81,Humid2
13:04:21 28/04/2024,996.88,Press1
13:04:21 28/04/2024,996.2,Press2
13:04:31 28/04/2024,18.67,Temp1
13:04:31 28/04/2024,19.81,Temp2
13:04:31 28/04/2024,89.64,Humid1
13:04:31 28/04/2024,42.47,Humid2
13:04:31 28/04/2024,996.89,Press1
13:04:31 28/04/2024,996.14,Press2
13:04:41 28/04/2024,18.67,Temp1
13:04:41 28/04/2024,19.67,Temp2
13:04:41 28/04/2024,89.71,Humid1
13:04:41 28/04/2024,41.53,Humid2
13:04:41 28/04/2024,996.91,Press1
13:04:41 28/04/2024,996.17,Press2
13:04:51 28/04/2024,18.67,Temp1
13:04:51 28/04/2024,19.54,Temp2
13:04:51 28/04/2024,89.56,Humid1
13:04:51 28/04/2024,41.64,Humid2
13:04:51 28/04/2024,996.89,Press1
13:04:51 28/04/2024,996.19,Press2
13:05:01 28/04/2024,18.68,Temp1
13:05:01 28/04/2024,19.48,Temp2
13:05:01 28/04/2024,89.57,Humid1
13:05:01 28/04/2024,41.82,Humid2
13:05:01 28/04/2024,996.92,Press1
13:05:01 28/04/2024,996.17,Press2
13:05:11 28/04/2024,18.68,Temp1
13:05:11 28/04/2024,19.43,Temp2
13:05:11 28/04/2024,89.52,Humid1
13:05:11 28/04/2024,41.96,Humid2
13:05:11 28/04/2024,996.88,Press1
13:05:11 28/04/2024,996.09,Press2
13:05:21 28/04/2024,18.7,Temp1
13:05:21 28/04/2024,19.4,Temp2
13:05:21 28/04/2024,89.4,Humid1
13:05:21 28/04/2024,42.0,Humid2
13:05:21 28/04/2024,996.9,Press1
13:05:21 28/04/2024,996.16,Press2
13:05:31 28/04/2024,18.71,Temp1
13:05:31 28/04/2024,19.39,Temp2
13:05:31 28/04/2024,89.31,Humid1
13:05:31 28/04/2024,42.1,Humid2
13:05:31 28/04/2024,996.94,Press1
13:05:31 28/04/2024,996.1,Press2
13:05:41 28/04/2024,18.72,Temp1
13:05:41 28/04/2024,19.38,Temp2
13:05:41 28/04/2024,89.21,Humid1
13:05:41 28/04/2024,42.11,Humid2
13:05:41 28/04/2024,996.91,Press1
13:05:41 28/04/2024,996.18,Press2
13:05:51 28/04/2024,18.74,Temp1
13:05:51 28/04/2024,19.38,Temp2
13:05:51 28/04/2024,89.18,Humid1
13:05:51 28/04/2024,42.2,Humid2
13:05:51 28/04/2024,996.93,Press1
13:05:51 28/04/2024,996.11,Press2
13:06:01 28/04/2024,18.73,Temp1
13:06:01 28/04/2024,19.38,Temp2
13:06:01 28/04/2024,88.95,Humid1
13:06:01 28/04/2024,42.08,Humid2
13:06:01 28/04/2024,996.89,Press1
13:06:01 28/04/2024,996.19,Press2
13:06:11 28/04/2024,18.73,Temp1
13:06:11 28/04/2024,19.4,Temp2
13:06:11 28/04/2024,88.08,Humid1
13:06:11 28/04/2024,42.23,Humid2
13:06:11 28/04/2024,996.89,Press1
13:06:11 28/04/2024,996.13,Press2
13:06:21 28/04/2024,18.74,Temp1
13:06:21 28/04/2024,19.4,Temp2
13:06:21 28/04/2024,88.3,Humid1
13:06:21 28/04/2024,42.16,Humid2
13:06:21 28/04/2024,996.97,Press1
13:06:21 28/04/2024,996.13,Press2
13:06:31 28/04/2024,18.76,Temp1
13:06:31 28/04/2024,19.4,Temp2
13:06:31 28/04/2024,88.03,Humid1
13:06:31 28/04/2024,42.03,Humid2
13:06:31 28/04/2024,996.94,Press1
13:06:31 28/04/2024,996.19,Press2
13:06:41 28/04/2024,18.78,Temp1
13:06:41 28/04/2024,19.44,Temp2
13:06:41 28/04/2024,87.96,Humid1
13:06:41 28/04/2024,42.85,Humid2
13:06:41 28/04/2024,996.9,Press1
13:06:41 28/04/2024,996.2,Press2
13:06:51 28/04/2024,18.78,Temp1
13:06:51 28/04/2024,19.51,Temp2
13:06:51 28/04/2024,87.75,Humid1
13:06:51 28/04/2024,43.61,Humid2
13:06:51 28/04/2024,996.87,Press1
13:06:51 28/04/2024,996.19,Press2
13:07:01 28/04/2024,18.77,Temp1
13:07:01 28/04/2024,19.56,Temp2
13:07:01 28/04/2024,87.37,Humid1
13:07:01 28/04/2024,43.74,Humid2
13:07:01 28/04/2024,996.91,Press1
13:07:01 28/04/2024,996.19,Press2
13:07:11 28/04/2024,18.77,Temp1
13:07:11 28/04/2024,19.61,Temp2
13:07:11 28/04/2024,86.99,Humid1
13:07:11 28/04/2024,43.68,Humid2
13:07:11 28/04/2024,996.93,Press1
13:07:11 28/04/2024,996.2,Press2
13:07:21 28/04/2024,18.79,Temp1
13:07:21 28/04/2024,19.67,Temp2
13:07:21 28/04/2024,87.05,Humid1
13:07:21 28/04/2024,43.14,Humid2
13:07:21 28/04/2024,996.93,Press1
13:07:21 28/04/2024,996.17,Press2
13:07:31 28/04/2024,18.79,Temp1
13:07:31 28/04/2024,19.72,Temp2
13:07:31 28/04/2024,87.03,Humid1
13:07:31 28/04/2024,43.02,Humid2
13:07:31 28/04/2024,996.94,Press1
13:07:31 28/04/2024,996.17,Press2
13:07:41 28/04/2024,18.81,Temp1
13:07:41 28/04/2024,19.74,Temp2
13:07:41 28/04/2024,87.12,Humid1
13:07:41 28/04/2024,42.86,Humid2
13:07:41 28/04/2024,996.85,Press1
13:07:41 28/04/2024,996.23,Press2
13:07:51 28/04/2024,18.81,Temp1
13:07:51 28/04/2024,19.77,Temp2
13:07:51 28/04/2024,87.23,Humid1
13:07:51 28/04/2024,42.77,Humid2
13:07:51 28/04/2024,996.89,Press1
13:07:51 28/04/2024,996.17,Press2
13:08:01 28/04/2024,18.82,Temp1
13:08:01 28/04/2024,19.8,Temp2
13:08:01 28/04/2024,87.29,Humid1
13:08:01 28/04/2024,42.86,Humid2
13:08:01 28/04/2024,996.93,Press1
13:08:01 28/04/2024,996.17,Press2
13:08:11 28/04/2024,18.83,Temp1
13:08:11 28/04/2024,19.83,Temp2
13:08:11 28/04/2024,87.37,Humid1
13:08:11 28/04/2024,42.93,Humid2
13:08:11 28/04/2024,996.97,Press1
13:08:11 28/04/2024,996.31,Press2
13:08:21 28/04/2024,18.82,Temp1
13:08:21 28/04/2024,19.85,Temp2
13:08:21 28/04/2024,87.5,Humid1
13:08:21 28/04/2024,42.58,Humid2
13:08:21 28/04/2024,996.91,Press1
13:08:21 28/04/2024,996.17,Press2
13:08:31 28/04/2024,18.83,Temp1
13:08:31 28/04/2024,19.86,Temp2
13:08:31 28/04/2024,87.56,Humid1
13:08:31 28/04/2024,42.72,Humid2
13:08:31 28/04/2024,996.95,Press1
13:08:31 28/04/2024,996.19,Press2
13:08:41 28/04/2024,18.84,Temp1
13:08:41 28/04/2024,19.86,Temp2
13:08:41 28/04/2024,87.62,Humid1
13:08:41 28/04/2024,42.67,Humid2
13:08:41 28/04/2024,996.97,Press1
13:08:41 28/04/2024,996.27,Press2
13:08:51 28/04/2024,18.84,Temp1
13:08:51 28/04/2024,19.87,Temp2
13:08:51 28/04/2024,87.71,Humid1
13:08:51 28/04/2024,42.74,Humid2
13:08:51 28/04/2024,997.01,Press1
13:08:51 28/04/2024,996.27,Press2
13:09:01 28/04/2024,18.85,Temp1
13:09:01 28/04/2024,19.88,Temp2
13:09:01 28/04/2024,87.72,Humid1
13:09:01 28/04/2024,42.58,Humid2
13:09:01 28/04/2024,997.0,Press1
13:09:01 28/04/2024,996.25,Press2
13:09:11 28/04/2024,18.82,Temp1
13:09:11 28/04/2024,19.89,Temp2
13:09:11 28/04/2024,87.83,Humid1
13:09:11 28/04/2024,42.5,Humid2
13:09:11 28/04/2024,996.93,Press1
13:09:11 28/04/2024,996.27,Press2
13:09:21 28/04/2024,18.84,Temp1
13:09:21 28/04/2024,19.88,Temp2
13:09:21 28/04/2024,87.88,Humid1
13:09:21 28/04/2024,42.4,Humid2
13:09:21 28/04/2024,996.96,Press1
13:09:21 28/04/2024,996.26,Press2
13:09:31 28/04/2024,18.83,Temp1
13:09:31 28/04/2024,19.9,Temp2
13:09:31 28/04/2024,87.94,Humid1
13:09:31 28/04/2024,42.49,Humid2
13:09:31 28/04/2024,996.92,Press1
13:09:31 28/04/2024,996.15,Press2
13:09:41 28/04/2024,18.83,Temp1
13:09:41 28/04/2024,19.91,Temp2
13:09:41 28/04/2024,87.97,Humid1
13:09:41 28/04/2024,42.53,Humid2
13:09:41 28/04/2024,997.01,Press1
13:09:41 28/04/2024,996.29,Press2
13:09:51 28/04/2024,18.84,Temp1
13:09:51 28/04/2024,19.91,Temp2
13:09:51 28/04/2024,88.03,Humid1
13:09:51 28/04/2024,42.42,Humid2
13:09:51 28/04/2024,997.01,Press1
13:09:51 28/04/2024,996.3,Press2
13:10:01 28/04/2024,18.83,Temp1
13:10:01 28/04/2024,19.91,Temp2
13:10:01 28/04/2024,88.24,Humid1
13:10:01 28/04/2024,42.57,Humid2
13:10:01 28/04/2024,997.03,Press1
13:10:01 28/04/2024,996.2,Press2
13:10:11 28/04/2024,18.83,Temp1
13:10:11 28/04/2024,19.92,Temp2
13:10:11 28/04/2024,88.14,Humid1
13:10:11 28/04/2024,42.37,Humid2
13:10:11 28/04/2024,997.0,Press1
13:10:11 28/04/2024,996.29,Press2
13:10:21 28/04/2024,18.82,Temp1
13:10:21 28/04/2024,19.91,Temp2
13:10:21 28/04/2024,88.18,Humid1
13:10:21 28/04/2024,42.48,Humid2
13:10:21 28/04/2024,996.99,Press1
13:10:21 28/04/2024,996.17,Press2
13:10:31 28/04/2024,18.83,Temp1
13:10:31 28/04/2024,19.94,Temp2
13:10:31 28/04/2024,88.22,Humid1
13:10:31 28/04/2024,42.5,Humid2
13:10:31 28/04/2024,997.05,Press1
13:10:31 28/04/2024,996.22,Press2
13:10:41 28/04/2024,18.82,Temp1
13:10:41 28/04/2024,19.93,Temp2
13:10:41 28/04/2024,88.25,Humid1
13:10:41 28/04/2024,42.48,Humid2
13:10:41 28/04/2024,997.07,Press1
13:10:41 28/04/2024,996.3,Press2
13:10:51 28/04/2024,18.83,Temp1
13:10:51 28/04/2024,19.93,Temp2
13:10:51 28/04/2024,88.28,Humid1
13:10:51 28/04/2024,42.48,Humid2
13:10:51 28/04/2024,997.11,Press1
13:10:51 28/04/2024,996.19,Press2
13:11:01 28/04/2024,18.83,Temp1
13:11:01 28/04/2024,19.94,Temp2
13:11:01 28/04/2024,88.33,Humid1
13:11:01 28/04/2024,42.69,Humid2
13:11:01 28/04/2024,997.0,Press1
13:11:01 28/04/2024,996.21,Press2
13:11:11 28/04/2024,18.82,Temp1
13:11:11 28/04/2024,19.94,Temp2
13:11:11 28/04/2024,88.39,Humid1
13:11:11 28/04/2024,42.46,Humid2
13:11:11 28/04/2024,997.04,Press1
13:11:11 28/04/2024,996.26,Press2
13:11:21 28/04/2024,18.82,Temp1
13:11:21 28/04/2024,19.95,Temp2
13:11:21 28/04/2024,88.4,Humid1
13:11:21 28/04/2024,42.14,Humid2
13:11:21 28/04/2024,997.04,Press1
13:11:21 28/04/2024,996.26,Press2
13:11:31 28/04/2024,18.82,Temp1
13:11:31 28/04/2024,19.96,Temp2
13:11:31 28/04/2024,88.43,Humid1
13:11:31 28/04/2024,42.56,Humid2
13:11:31 28/04/2024,997.1,Press1
13:11:31 28/04/2024,996.35,Press2
13:11:41 28/04/2024,18.82,Temp1
13:11:41 28/04/2024,19.95,Temp2
13:11:41 28/04/2024,88.46,Humid1
13:11:41 28/04/2024,42.53,Humid2
13:11:41 28/04/2024,997.1,Press1
13:11:41 28/04/2024,996.37,Press2
13:11:51 28/04/2024,18.81,Temp1
13:11:51 28/04/2024,19.94,Temp2
13:11:51 28/04/2024,88.5,Humid1
13:11:51 28/04/2024,42.42,Humid2
13:11:51 28/04/2024,997.06,Press1
13:11:51 28/04/2024,996.27,Press2
13:12:01 28/04/2024,18.81,Temp1
13:12:01 28/04/2024,19.95,Temp2
13:12:01 28/04/2024,88.52,Humid1
13:12:01 28/04/2024,42.52,Humid2
13:12:01 28/04/2024,997.11,Press1
13:12:01 28/04/2024,996.29,Press2
13:12:11 28/04/2024,18.81,Temp1
13:12:11 28/04/2024,19.95,Temp2
13:12:11 28/04/2024,88.55,Humid1
13:12:11 28/04/2024,42.37,Humid2
13:12:11 28/04/2024,997.0,Press1
13:12:11 28/04/2024,996.37,Press2
13:12:21 28/04/2024,18.8,Temp1
13:12:21 28/04/2024,19.95,Temp2
13:12:21 28/04/2024,88.59,Humid1
13:12:21 28/04/2024,42.21,Humid2
13:12:21 28/04/2024,997.03,Press1
13:12:21 28/04/2024,996.34,Press2
13:12:31 28/04/2024,18.81,Temp1
13:12:31 28/04/2024,19.95,Temp2
13:12:31 28/04/2024,88.63,Humid1
13:12:31 28/04/2024,42.22,Humid2
13:12:31 28/04/2024,997.14,Press1
13:12:31 28/04/2024,996.4,Press2
13:12:41 28/04/2024,18.82,Temp1
13:12:41 28/04/2024,19.95,Temp2
13:12:41 28/04/2024,88.65,Humid1
13:12:41 28/04/2024,42.1,Humid2
13:12:41 28/04/2024,997.12,Press1
13:12:41 28/04/2024,996.4,Press2
13:12:51 28/04/2024,18.8,Temp1
13:12:51 28/04/2024,19.95,Temp2
13:12:51 28/04/2024,88.68,Humid1
13:12:51 28/04/2024,42.23,Humid2
13:12:51 28/04/2024,997.06,Press1
13:12:51 28/04/2024,996.37,Press2
13:13:01 28/04/2024,18.81,Temp1
13:13:01 28/04/2024,19.95,Temp2
13:13:01 28/04/2024,88.72,Humid1
13:13:01 28/04/2024,42.49,Humid2
13:13:01 28/04/2024,997.08,Press1
13:13:01 28/04/2024,996.34,Press2
13:13:11 28/04/2024,18.79,Temp1
13:13:11 28/04/2024,19.95,Temp2
13:13:11 28/04/2024,88.74,Humid1
13:13:11 28/04/2024,42.52,Humid2
13:13:11 28/04/2024,997.16,Press1
13:13:11 28/04/2024,996.42,Press2
13:13:21 28/04/2024,18.81,Temp1
13:13:21 28/04/2024,19.95,Temp2
13:13:21 28/04/2024,88.76,Humid1
13:13:21 28/04/2024,42.22,Humid2
13:13:21 28/04/2024,997.14,Press1
13:13:21 28/04/2024,996.42,Press2
13:13:31 28/04/2024,18.8,Temp1
13:13:31 28/04/2024,19.96,Temp2
13:13:31 28/04/2024,88.8,Humid1
13:13:31 28/04/2024,42.48,Humid2
13:13:31 28/04/2024,997.12,Press1
13:13:31 28/04/2024,996.35,Press2
13:13:41 28/04/2024,18.81,Temp1
13:13:41 28/04/2024,19.95,Temp2
13:13:41 28/04/2024,88.79,Humid1
13:13:41 28/04/2024,42.39,Humid2
13:13:41 28/04/2024,997.13,Press1
13:13:41 28/04/2024,996.36,Press2
13:13:51 28/04/2024,18.81,Temp1
13:13:51 28/04/2024,19.96,Temp2
13:13:51 28/04/2024,88.8,Humid1
13:13:51 28/04/2024,42.38,Humid2
13:13:51 28/04/2024,997.1,Press1
13:13:51 28/04/2024,996.38,Press2
13:14:01 28/04/2024,18.8,Temp1
13:14:01 28/04/2024,19.95,Temp2
13:14:01 28/04/2024,88.82,Humid1
13:14:01 28/04/2024,42.63,Humid2
13:14:01 28/04/2024,997.15,Press1
13:14:01 28/04/2024,996.4,Press2
13:14:11 28/04/2024,18.81,Temp1
13:14:11 28/04/2024,19.95,Temp2
13:14:11 28/04/2024,88.83,Humid1
13:14:11 28/04/2024,42.43,Humid2
13:14:11 28/04/2024,997.11,Press1
13:14:11 28/04/2024,996.4,Press2
13:14:21 28/04/2024,18.8,Temp1
13:14:21 28/04/2024,19.96,Temp2
13:14:21 28/04/2024,88.86,Humid1
13:14:21 28/04/2024,42.31,Humid2
13:14:21 28/04/2024,997.15,Press1
13:14:21 28/04/2024,996.41,Press2
13:14:31 28/04/2024,18.8,Temp1
13:14:31 28/04/2024,19.96,Temp2
13:14:31 28/04/2024,88.86,Humid1
13:14:31 28/04/2024,42.26,Humid2
13:14:31 28/04/2024,997.09,Press1
13:14:31 28/04/2024,996.44,Press2
13:14:41 28/04/2024,18.8,Temp1
13:14:41 28/04/2024,19.95,Temp2
13:14:41 28/04/2024,88.89,Humid1
13:14:41 28/04/2024,42.38,Humid2
13:14:41 28/04/2024,997.11,Press1
13:14:41 28/04/2024,996.37,Press2
13:14:51 28/04/2024,18.8,Temp1
13:14:51 28/04/2024,19.96,Temp2
13:14:51 28/04/2024,88.89,Humid1
13:14:51 28/04/2024,42.47,Humid2
13:14:51 28/04/2024,997.14,Press1
